,hour,count,weekday,workingday,weathersit,temp,hum,windspeed
447,15,20,1.0,1.0,2.0,0.5,0.87,0.1642
448,16,20,1.0,1.0,2.0,0.5,0.88,0.1045
449,17,21,1.0,1.0,2.0,0.48,0.82,0.2836
450,18,21,1.0,1.0,2.0,0.46,0.88,0.2836
451,19,21,1.0,1.0,1.0,0.52,0.77,0.2836
452,20,21,1.0,1.0,1.0,0.46,0.88,0.2537
453,21,21,1.0,1.0,2.0,0.46,0.94,0.19399999999999998
454,22,20,1.0,1.0,2.0,0.5,0.82,0.2239
455,23,20,1.0,1.0,1.0,0.46,0.88,0.2537
456,0,20,0.0,0.0,2.0,0.4,0.87,0.1343
457,1,20,0.0,0.0,2.0,0.4,0.87,0.1045
458,2,20,0.0,0.0,2.0,0.4,0.87,0.1045
459,3,20,0.0,0.0,2.0,0.4,0.87,0.1045
460,4,20,0.0,0.0,2.0,0.4,0.94,0.1045
461,5,20,0.0,0.0,2.0,0.4,0.87,0.1045
462,6,20,0.0,0.0,3.0,0.4,0.94,0.1045
463,7,20,0.0,0.0,3.0,0.4,0.87,0.2239
464,8,20,0.0,0.0,3.0,0.4,0.87,0.1642
465,9,20,0.0,0.0,2.0,0.4,0.87,0.2537
466,10,20,0.0,0.0,2.0,0.4,0.87,0.2836
467,11,20,0.0,0.0,2.0,0.4,0.87,0.2985
468,12,20,0.0,0.0,2.0,0.4,0.82,0.2985
469,13,20,0.0,0.0,2.0,0.38,0.87,0.2836
470,14,20,0.0,0.0,2.0,0.38,0.87,0.19399999999999998
471,15,20,0.0,0.0,3.0,0.36,0.93,0.1642
472,16,20,0.0,0.0,3.0,0.36,0.93,0.1642
473,17,20,0.0,0.0,3.0,0.36,0.93,0.1343
474,18,20,0.0,0.0,3.0,0.36,0.93,0.0896
475,19,20,0.0,0.0,3.0,0.38,0.94,0.0896
476,20,20,0.0,0.0,3.0,0.36,1.0,0.0896
477,21,20,0.0,0.0,2.0,0.36,1.0,0.1045
478,22,20,0.0,0.0,3.0,0.36,0.93,0.1045
479,23,20,0.0,0.0,3.0,0.36,1.0,0.0896
480,0,20,6.0,0.0,2.0,0.36,0.93,0.0896
481,1,20,6.0,0.0,2.0,0.36,0.93,0.1343
482,2,20,6.0,0.0,2.0,0.36,0.93,0.1343
483,3,20,6.0,0.0,2.0,0.36,0.93,0.1045
484,4,20,6.0,0.0,2.0,0.36,0.93,0.0
485,5,20,6.0,0.0,2.0,0.36,0.93,0.1045
486,6,20,6.0,0.0,2.0,0.36,0.93,0.1045
487,7,20,6.0,0.0,2.0,0.36,1.0,0.0896
488,8,20,6.0,0.0,2.0,0.38,0.94,0.0896
489,9,20,6.0,0.0,2.0,0.38,0.94,0.0
490,10,20,6.0,0.0,2.0,0.4,0.87,0.1343
491,11,20,6.0,0.0,2.0,0.4,0.87,0.1045
492,12,20,6.0,0.0,2.0,0.4,0.87,0.2239
493,13,20,6.0,0.0,2.0,0.4,0.87,0.1642
494,14,20,6.0,0.0,2.0,0.4,0.87,0.2836
495,15,20,6.0,0.0,1.0,0.42,0.82,0.1642
496,16,20,6.0,0.0,1.0,0.42,0.82,0.1642
497,17,20,6.0,0.0,1.0,0.38,0.87,0.1343
498,18,20,6.0,0.0,1.0,0.4,0.87,0.1045
499,19,20,6.0,0.0,1.0,0.4,0.87,0.0
500,20,20,6.0,0.0,2.0,0.36,1.0,0.0
501,21,20,6.0,0.0,2.0,0.36,1.0,0.0
502,22,20,6.0,0.0,2.0,0.38,0.94,0.1045
503,23,20,6.0,0.0,2.0,0.4,0.94,0.0
504,0,20,1.0,1.0,3.0,0.36,1.0,0.0896
505,1,20,1.0,1.0,2.0,0.36,1.0,0.0
506,2,20,1.0,1.0,2.0,0.38,0.94,0.1045
507,3,20,1.0,1.0,2.0,0.38,0.94,0.1045
508,4,20,1.0,1.0,2.0,0.38,0.94,0.1045
509,5,20,1.0,1.0,2.0,0.38,0.94,0.1045
510,6,20,1.0,1.0,2.0,0.38,0.94,0.1642
511,7,20,1.0,1.0,2.0,0.38,0.94,0.2537
512,8,20,1.0,1.0,2.0,0.42,1.0,0.2537
513,9,20,1.0,1.0,2.0,0.42,1.0,0.2239
514,10,20,1.0,1.0,2.0,0.44,0.94,0.2239
515,11,20,1.0,1.0,3.0,0.46,0.94,0.2239
516,12,20,1.0,1.0,3.0,0.44,1.0,0.2239
517,13,20,1.0,1.0,3.0,0.44,1.0,0.2239
518,14,20,1.0,1.0,2.0,0.5,0.94,0.2239
519,15,20,1.0,1.0,2.0,0.5,0.87,0.1642
520,16,20,1.0,1.0,2.0,0.5,0.88,0.1045
521,17,21,1.0,1.0,2.0,0.48,0.82,0.2836
522,18,21,1.0,1.0,2.0,0.46,0.88,0.2836
523,19,21,1.0,1.0,1.0,0.52,0.77,0.2836
524,20,21,1.0,1.0,1.0,0.46,0.88,0.2537
525,21,21,1.0,1.0,2.0,0.46,0.94,0.19399999999999998
526,22,20,1.0,1.0,2.0,0.5,0.82,0.2239
527,23,20,1.0,1.0,1.0,0.46,0.88,0.2537
528,0,20,0.0,0.0,2.0,0.4,0.87,0.1343
529,1,20,0.0,0.0,2.0,0.4,0.87,0.1045
530,2,20,0.0,0.0,2.0,0.4,0.87,0.1045
531,3,20,0.0,0.0,2.0,0.4,0.87,0.1045
532,4,20,0.0,0.0,2.0,0.4,0.94,0.1045
533,5,20,0.0,0.0,2.0,0.4,0.87,0.1045
534,6,20,0.0,0.0,3.0,0.4,0.94,0.1045
535,7,20,0.0,0.0,3.0,0.4,0.87,0.2239
536,8,20,0.0,0.0,3.0,0.4,0.87,0.1642
537,9,20,0.0,0.0,2.0,0.4,0.87,0.2537
538,10,20,0.0,0.0,2.0,0.4,0.87,0.2836
539,11,20,0.0,0.0,2.0,0.4,0.87,0.2985
540,12,20,0.0,0.0,2.0,0.4,0.82,0.2985
541,13,20,0.0,0.0,2.0,0.38,0.87,0.2836
542,14,20,0.0,0.0,2.0,0.38,0.87,0.19399999999999998
543,15,20,0.0,0.0,3.0,0.36,0.93,0.1642
544,16,20,0.0,0.0,3.0,0.36,0.93,0.1642
545,17,20,0.0,0.0,3.0,0.36,0.93,0.1343
546,18,20,0.0,0.0,3.0,0.36,0.93,0.0896
547,19,20,0.0,0.0,3.0,0.38,0.94,0.0896
548,20,20,0.0,0.0,3.0,0.36,1.0,0.0896
549,21,20,0.0,0.0,2.0,0.36,1.0,0.1045
550,22,20,0.0,0.0,3.0,0.36,0.93,0.1045
551,23,20,0.0,0.0,3.0,0.36,1.0,0.0896
552,0,20,6.0,0.0,2.0,0.36,0.93,0.0896
553,1,20,6.0,0.0,2.0,0.36,0.93,0.1343
554,2,20,6.0,0.0,2.0,0.36,0.93,0.1343
555,3,20,6.0,0.0,2.0,0.36,0.93,0.1045
556,4,20,6.0,0.0,2.0,0.36,0.93,0.0
557,5,20,6.0,0.0,2.0,0.36,0.93,0.1045
558,6,20,6.0,0.0,2.0,0.36,0.93,0.1045
559,7,20,6.0,0.0,2.0,0.36,1.0,0.0896
560,8,20,6.0,0.0,2.0,0.38,0.94,0.0896
561,9,20,6.0,0.0,2.0,0.38,0.94,0.0
562,10,20,6.0,0.0,2.0,0.4,0.87,0.1343
563,11,20,6.0,0.0,2.0,0.4,0.87,0.1045
564,12,20,6.0,0.0,2.0,0.4,0.87,0.2239
565,13,20,6.0,0.0,2.0,0.4,0.87,0.1642
566,14,20,6.0,0.0,2.0,0.4,0.87,0.2836
567,15,20,6.0,0.0,1.0,0.42,0.82,0.1642
568,16,20,6.0,0.0,1.0,0.42,0.82,0.1642
569,17,20,6.0,0.0,1.0,0.38,0.87,0.1343
570,18,20,6.0,0.0,1.0,0.4,0.87,0.1045
571,19,20,6.0,0.0,1.0,0.4,0.87,0.0
572,20,20,6.0,0.0,2.0,0.36,1.0,0.0
573,21,20,6.0,0.0,2.0,0.36,1.0,0.0
574,22,20,6.0,0.0,2.0,0.38,0.94,0.1045
575,23,20,6.0,0.0,2.0,0.4,0.94,0.0
576,0,20,5.0,1.0,1.0,0.24,0.7,0.1045
577,1,20,5.0,1.0,2.0,0.24,0.7,0.19399999999999998
578,2,20,5.0,1.0,2.0,0.26,0.7,0.1343
579,3,20,5.0,1.0,2.0,0.26,0.81,0.19399999999999998
580,4,20,5.0,1.0,1.0,0.26,0.75,0.1045
581,5,20,5.0,1.0,2.0,0.26,0.81,0.1045
582,6,20,5.0,1.0,2.0,0.28,0.75,0.1642
583,7,20,5.0,1.0,3.0,0.28,0.81,0.1642
584,8,20,5.0,1.0,2.0,0.3,0.75,0.19399999999999998
585,9,19,5.0,1.0,2.0,0.3,0.81,0.1343
586,10,19,5.0,1.0,2.0,0.32,0.76,0.1642
587,11,19,5.0,1.0,2.0,0.32,0.76,0.19399999999999998
588,12,19,5.0,1.0,2.0,0.34,0.71,0.19399999999999998
589,13,19,5.0,1.0,2.0,0.36,0.66,0.1343
590,14,18,5.0,1.0,2.0,0.36,0.71,0.1642
591,15,17,5.0,1.0,2.0,0.36,0.71,0.1642
592,16,17,5.0,1.0,1.0,0.36,0.76,0.1343
593,17,19,5.0,1.0,2.0,0.38,0.66,0.0
594,18,19,5.0,1.0,2.0,0.38,0.71,0.1045
595,19,20,5.0,1.0,2.0,0.38,0.76,0.0
596,20,20,5.0,1.0,3.0,0.38,0.76,0.1045
597,21,20,5.0,1.0,2.0,0.36,0.93,0.1045
598,22,20,5.0,1.0,2.0,0.36,0.93,0.0896
599,23,20,5.0,1.0,2.0,0.36,0.93,0.0896
600,0,20,4.0,1.0,1.0,0.26,0.48,0.2836
601,1,20,4.0,1.0,1.0,0.26,0.48,0.2836
602,2,20,4.0,1.0,1.0,0.24,0.52,0.2836
603,3,20,4.0,1.0,1.0,0.22,0.55,0.19399999999999998
604,4,20,4.0,1.0,1.0,0.22,0.55,0.2985
605,5,20,4.0,1.0,1.0,0.22,0.55,0.2836
606,6,20,4.0,1.0,1.0,0.22,0.55,0.2985
607,7,20,4.0,1.0,1.0,0.22,0.51,0.2985
608,8,18,4.0,1.0,1.0,0.22,0.51,0.2985
609,9,20,4.0,1.0,1.0,0.24,0.48,0.19399999999999998
610,10,20,4.0,1.0,1.0,0.24,0.52,0.19399999999999998
611,11,20,4.0,1.0,1.0,0.26,0.48,0.1642
612,12,20,4.0,1.0,1.0,0.28,0.41,0.0
613,13,20,4.0,1.0,1.0,0.3,0.39,0.0
614,14,20,4.0,1.0,1.0,0.3,0.42,0.0896
615,15,20,4.0,1.0,1.0,0.32,0.39,0.0
616,16,20,4.0,1.0,1.0,0.32,0.42,0.0
617,17,20,4.0,1.0,1.0,0.3,0.45,0.1045
618,18,20,4.0,1.0,1.0,0.28,0.45,0.1642
619,19,20,4.0,1.0,1.0,0.26,0.6,0.19399999999999998
620,20,20,4.0,1.0,2.0,0.24,0.6,0.1045
621,21,20,4.0,1.0,2.0,0.24,0.6,0.1343
622,22,20,4.0,1.0,1.0,0.24,0.65,0.1642
623,23,20,4.0,1.0,1.0,0.24,0.65,0.1642
624,0,20,3.0,1.0,1.0,0.5,0.59,0.2836
625,1,20,3.0,1.0,1.0,0.52,0.55,0.3284
626,2,20,3.0,1.0,1.0,0.46,0.67,0.1642
627,3,20,3.0,1.0,1.0,0.48,0.67,0.1343
628,4,20,3.0,1.0,1.0,0.5,0.63,0.4478
629,5,20,3.0,1.0,1.0,0.5,0.59,0.2836
630,6,20,3.0,1.0,3.0,0.48,0.55,0.3881
631,7,20,3.0,1.0,3.0,0.46,0.59,0.2985
632,8,19,3.0,1.0,2.0,0.44,0.58,0.2836
633,9,19,3.0,1.0,2.0,0.44,0.51,0.2239
634,10,19,3.0,1.0,2.0,0.44,0.47,0.3582
635,11,19,3.0,1.0,1.0,0.44,0.44,0.2836
636,12,19,3.0,1.0,1.0,0.44,0.41,0.2836
637,13,19,3.0,1.0,1.0,0.46,0.41,0.2836
638,14,19,3.0,1.0,1.0,0.48,0.33,0.4925
639,15,19,3.0,1.0,1.0,0.48,0.33,0.2836
640,16,19,3.0,1.0,1.0,0.46,0.33,0.2836
641,17,20,3.0,1.0,1.0,0.44,0.35,0.2836
642,18,20,3.0,1.0,1.0,0.42,0.35,0.4478
643,19,20,3.0,1.0,1.0,0.38,0.43,0.3582
644,20,20,3.0,1.0,1.0,0.34,0.46,0.3881
645,21,20,3.0,1.0,1.0,0.34,0.46,0.4179
646,22,20,3.0,1.0,1.0,0.32,0.45,0.3881
647,23,20,3.0,1.0,1.0,0.3,0.49,0.3881
648,0,20,2.0,1.0,1.0,0.42,0.88,0.1045
649,1,20,2.0,1.0,1.0,0.42,0.82,0.1045
650,2,20,2.0,1.0,1.0,0.42,0.88,0.0896
651,3,20,2.0,1.0,2.0,0.4,0.87,0.1343
652,4,20,2.0,1.0,2.0,0.4,0.87,0.1343
653,5,20,2.0,1.0,2.0,0.44,0.88,0.0
654,6,20,2.0,1.0,2.0,0.36,0.93,0.0
655,7,20,2.0,1.0,1.0,0.42,0.88,0.1343
656,8,20,2.0,1.0,2.0,0.44,0.88,0.1642
657,9,19,2.0,1.0,1.0,0.46,0.82,0.1045
658,10,19,2.0,1.0,1.0,0.46,0.82,0.19399999999999998
659,11,18,2.0,1.0,1.0,0.48,0.77,0.19399999999999998
660,12,19,2.0,1.0,1.0,0.52,0.68,0.19399999999999998
661,13,19,2.0,1.0,2.0,0.54,0.64,0.1642
662,14,19,2.0,1.0,2.0,0.58,0.56,0.2239
663,15,19,2.0,1.0,2.0,0.6,0.49,0.2537
664,16,19,2.0,1.0,1.0,0.58,0.49,0.2836
665,17,18,2.0,1.0,1.0,0.52,0.59,0.2239
666,18,19,2.0,1.0,1.0,0.5,0.63,0.2239
667,19,19,2.0,1.0,1.0,0.48,0.67,0.2239
668,20,19,2.0,1.0,2.0,0.5,0.63,0.2239
669,21,19,2.0,1.0,2.0,0.5,0.63,0.2537
670,22,19,2.0,1.0,2.0,0.5,0.63,0.2985
671,23,19,2.0,1.0,1.0,0.48,0.67,0.2537
672,0,20,1.0,1.0,2.0,0.42,0.82,0.1642
673,1,20,1.0,1.0,1.0,0.4,0.82,0.1343
674,2,20,1.0,1.0,1.0,0.42,0.77,0.1642
675,3,20,1.0,1.0,1.0,0.38,0.87,0.0
676,4,20,1.0,1.0,1.0,0.36,0.93,0.0
677,5,20,1.0,1.0,1.0,0.34,0.93,0.0896
678,6,20,1.0,1.0,1.0,0.36,0.93,0.0
679,7,20,1.0,1.0,2.0,0.34,0.93,0.0
680,8,19,1.0,1.0,1.0,0.36,0.93,0.0
681,9,19,1.0,1.0,1.0,0.4,0.87,0.0896
682,10,19,1.0,1.0,1.0,0.44,0.77,0.1343
683,11,19,1.0,1.0,1.0,0.48,0.77,0.1343
684,12,19,1.0,1.0,1.0,0.52,0.68,0.1642
685,13,19,1.0,1.0,1.0,0.58,0.56,0.0896
686,14,19,1.0,1.0,1.0,0.6,0.53,0.0
687,15,19,1.0,1.0,1.0,0.6,0.56,0.0
688,16,19,1.0,1.0,1.0,0.6,0.53,0.1343
689,17,20,1.0,1.0,1.0,0.52,0.63,0.1045
690,18,20,1.0,1.0,1.0,0.5,0.68,0.0896
691,19,21,1.0,1.0,1.0,0.5,0.68,0.0896
692,20,21,1.0,1.0,2.0,0.46,0.77,0.0
693,21,21,1.0,1.0,1.0,0.44,0.82,0.19399999999999998
694,22,21,1.0,1.0,1.0,0.42,0.82,0.1045
695,23,21,1.0,1.0,1.0,0.42,0.82,0.1045
696,0,19,0.0,0.0,2.0,0.3,0.87,0.0896
697,1,19,0.0,0.0,2.0,0.3,0.87,0.0896
698,2,19,0.0,0.0,2.0,0.3,0.87,0.0
699,3,19,0.0,0.0,2.0,0.26,0.93,0.0
700,4,19,0.0,0.0,2.0,0.26,0.93,0.0
701,5,19,0.0,0.0,2.0,0.26,0.93,0.0
702,6,19,0.0,0.0,2.0,0.24,0.93,0.1343
703,7,19,0.0,0.0,2.0,0.24,0.93,0.1343
704,8,19,0.0,0.0,2.0,0.26,0.93,0.0896
705,9,19,0.0,0.0,2.0,0.28,0.93,0.1642
706,10,19,0.0,0.0,2.0,0.3,0.87,0.0
707,11,19,0.0,0.0,2.0,0.32,0.81,0.1642
708,12,19,0.0,0.0,2.0,0.34,0.81,0.1642
709,13,19,0.0,0.0,1.0,0.4,0.71,0.2239
710,14,19,0.0,0.0,1.0,0.44,0.62,0.2537
711,15,19,0.0,0.0,1.0,0.44,0.67,0.1343
712,16,19,0.0,0.0,2.0,0.44,0.67,0.1045
713,17,19,0.0,0.0,3.0,0.4,0.76,0.19399999999999998
714,18,19,0.0,0.0,2.0,0.44,0.72,0.1045
715,19,19,0.0,0.0,2.0,0.4,0.82,0.19399999999999998
716,20,20,0.0,0.0,2.0,0.42,0.82,0.19399999999999998
717,21,20,0.0,0.0,2.0,0.44,0.77,0.2239
718,22,20,0.0,0.0,2.0,0.44,0.77,0.19399999999999998
719,23,20,0.0,0.0,2.0,0.42,0.82,0.1343
720,0,20,6.0,0.0,1.0,0.26,0.81,0.0
721,1,20,6.0,0.0,1.0,0.26,0.81,0.0
722,2,20,6.0,0.0,2.0,0.26,0.81,0.0
723,3,20,6.0,0.0,2.0,0.26,0.81,0.1343
724,4,20,6.0,0.0,1.0,0.26,0.81,0.0896
725,5,20,6.0,0.0,1.0,0.24,0.87,0.0896
726,6,20,6.0,0.0,1.0,0.24,0.87,0.1343
727,7,20,6.0,0.0,2.0,0.24,0.87,0.1343
728,8,20,6.0,0.0,2.0,0.24,0.87,0.1343
729,9,20,6.0,0.0,2.0,0.26,0.93,0.2537
730,10,20,6.0,0.0,2.0,0.28,0.89,0.1642
731,11,20,6.0,0.0,2.0,0.32,0.76,0.1045
732,12,20,6.0,0.0,2.0,0.32,0.81,0.0896
733,13,20,6.0,0.0,2.0,0.34,0.76,0.0
734,14,19,6.0,0.0,2.0,0.36,0.71,0.0
735,15,20,6.0,0.0,2.0,0.4,0.62,0.0
736,16,19,6.0,0.0,2.0,0.38,0.66,0.0
737,17,19,6.0,0.0,2.0,0.34,0.76,0.1045
738,18,19,6.0,0.0,2.0,0.34,0.76,0.0
739,19,19,6.0,0.0,2.0,0.32,0.81,0.0
740,20,19,6.0,0.0,1.0,0.32,0.81,0.0
741,21,19,6.0,0.0,2.0,0.3,0.87,0.0
742,22,19,6.0,0.0,2.0,0.3,0.87,0.0
743,23,19,6.0,0.0,2.0,0.32,0.81,0.0
744,0,20,5.0,1.0,1.0,0.26,0.7,0.1642
745,1,20,5.0,1.0,1.0,0.24,0.7,0.0896
746,2,20,5.0,1.0,1.0,0.24,0.75,0.0
747,3,20,5.0,1.0,1.0,0.24,0.75,0.0
748,4,20,5.0,1.0,1.0,0.22,0.75,0.0
749,5,20,5.0,1.0,1.0,0.2,0.8,0.0
750,6,20,5.0,1.0,1.0,0.2,0.86,0.0
751,7,20,5.0,1.0,1.0,0.22,0.8,0.0
752,8,17,5.0,1.0,2.0,0.22,0.8,0.0896
753,9,16,5.0,1.0,1.0,0.24,0.75,0.0896
754,10,16,5.0,1.0,2.0,0.3,0.65,0.0
755,11,16,5.0,1.0,2.0,0.34,0.53,0.0896
756,12,16,5.0,1.0,2.0,0.38,0.46,0.0
757,13,16,5.0,1.0,2.0,0.4,0.4,0.1642
758,14,16,5.0,1.0,2.0,0.4,0.4,0.1045
759,15,16,5.0,1.0,2.0,0.42,0.38,0.1045
760,16,16,5.0,1.0,1.0,0.4,0.43,0.1343
761,17,18,5.0,1.0,1.0,0.36,0.5,0.19399999999999998
762,18,19,5.0,1.0,2.0,0.34,0.61,0.0
763,19,19,5.0,1.0,1.0,0.32,0.66,0.0
764,20,19,5.0,1.0,1.0,0.32,0.66,0.0
765,21,19,5.0,1.0,1.0,0.3,0.75,0.0896
766,22,19,5.0,1.0,1.0,0.3,0.75,0.0
767,23,19,5.0,1.0,2.0,0.3,0.75,0.0896
768,0,20,4.0,1.0,1.0,0.24,0.56,0.0896
769,1,20,4.0,1.0,1.0,0.22,0.64,0.0896
770,2,20,4.0,1.0,1.0,0.22,0.64,0.0
771,3,20,4.0,1.0,1.0,0.2,0.75,0.0896
772,4,20,4.0,1.0,1.0,0.2,0.69,0.0
773,5,20,4.0,1.0,1.0,0.22,0.69,0.0
774,6,20,4.0,1.0,1.0,0.2,0.64,0.0
775,7,20,4.0,1.0,1.0,0.2,0.69,0.1045
776,8,20,4.0,1.0,1.0,0.24,0.6,0.0
777,9,20,4.0,1.0,1.0,0.28,0.65,0.0896
778,10,20,4.0,1.0,1.0,0.36,0.37,0.2239
779,11,19,4.0,1.0,1.0,0.36,0.4,0.1642
780,12,19,4.0,1.0,1.0,0.38,0.32,0.1343
781,13,19,4.0,1.0,1.0,0.36,0.43,0.2239
782,14,19,4.0,1.0,1.0,0.36,0.43,0.2836
783,15,19,4.0,1.0,1.0,0.36,0.4,0.2239
784,16,19,4.0,1.0,1.0,0.34,0.39,0.19399999999999998
785,17,21,4.0,1.0,1.0,0.32,0.49,0.1642
786,18,23,4.0,1.0,1.0,0.3,0.52,0.19399999999999998
787,19,23,4.0,1.0,1.0,0.3,0.52,0.1642
788,20,23,4.0,1.0,1.0,0.26,0.65,0.1343
789,21,23,4.0,1.0,1.0,0.26,0.7,0.0896
790,22,23,4.0,1.0,1.0,0.28,0.61,0.0
791,23,23,,,,,,
792,0,20,3.0,1.0,2.0,0.26,0.75,0.2537
793,1,20,3.0,1.0,2.0,0.26,0.75,0.2239
794,2,20,3.0,1.0,2.0,0.26,0.75,0.2239
795,3,20,3.0,1.0,2.0,0.26,0.7,0.2239
796,4,20,3.0,1.0,2.0,0.26,0.7,0.19399999999999998
797,5,20,3.0,1.0,2.0,0.26,0.7,0.1343
798,6,20,3.0,1.0,2.0,0.26,0.65,0.2239
799,7,20,3.0,1.0,2.0,0.26,0.56,0.19399999999999998
800,8,19,3.0,1.0,1.0,0.24,0.6,0.2836
801,9,19,3.0,1.0,1.0,0.28,0.52,0.19399999999999998
802,10,19,3.0,1.0,1.0,0.3,0.49,0.1045
803,11,19,3.0,1.0,1.0,0.32,0.45,0.1642
804,12,18,3.0,1.0,1.0,0.34,0.42,0.3881
805,13,18,3.0,1.0,1.0,0.34,0.42,0.19399999999999998
806,14,18,3.0,1.0,1.0,0.36,0.4,0.2985
807,15,18,3.0,1.0,1.0,0.36,0.32,0.3284
808,16,18,3.0,1.0,1.0,0.36,0.29,0.2537
809,17,18,3.0,1.0,1.0,0.34,0.31,0.1343
810,18,18,3.0,1.0,1.0,0.32,0.33,0.2836
811,19,18,3.0,1.0,1.0,0.32,0.36,0.1642
812,20,18,3.0,1.0,1.0,0.32,0.36,0.1343
813,21,18,3.0,1.0,1.0,0.3,0.39,0.1642
814,22,18,3.0,1.0,1.0,0.28,0.45,0.1642
815,23,18,3.0,1.0,1.0,0.26,0.48,0.1343
816,0,20,2.0,1.0,2.0,0.32,0.66,0.0896
817,1,20,2.0,1.0,2.0,0.32,0.7,0.1343
818,2,20,2.0,1.0,2.0,0.32,0.7,0.1642
819,3,20,2.0,1.0,3.0,0.32,0.7,0.1343
820,4,20,2.0,1.0,3.0,0.3,0.81,0.19399999999999998
821,5,20,2.0,1.0,2.0,0.3,0.81,0.2239
822,6,20,2.0,1.0,2.0,0.3,0.81,0.1642
823,7,20,2.0,1.0,3.0,0.3,0.81,0.1343
824,8,20,2.0,1.0,3.0,0.32,0.81,0.1642
825,9,20,2.0,1.0,2.0,0.32,0.81,0.1343
826,10,20,2.0,1.0,3.0,0.32,0.81,0.19399999999999998
827,11,20,2.0,1.0,3.0,0.3,0.87,0.2985
828,12,20,2.0,1.0,3.0,0.28,0.87,0.3881
829,13,20,2.0,1.0,3.0,0.28,0.87,0.2537
830,14,20,2.0,1.0,3.0,0.28,0.87,0.3582
831,15,20,2.0,1.0,2.0,0.3,0.75,0.2985
832,16,20,2.0,1.0,2.0,0.3,0.75,0.2985
833,17,19,2.0,1.0,2.0,0.3,0.75,0.3881
834,18,19,2.0,1.0,1.0,0.26,0.81,0.3582
835,19,19,2.0,1.0,1.0,0.26,0.73,0.2985
836,20,19,2.0,1.0,1.0,0.26,0.75,0.3284
837,21,19,2.0,1.0,1.0,0.24,0.81,0.2836
838,22,19,2.0,1.0,1.0,0.24,0.81,0.1642
839,23,19,2.0,1.0,2.0,0.26,0.81,0.2537
840,0,20,1.0,1.0,1.0,0.22,0.69,0.0
841,1,20,1.0,1.0,1.0,0.2,0.69,0.0
842,2,20,1.0,1.0,1.0,0.2,0.69,0.0
843,3,20,1.0,1.0,1.0,0.2,0.69,0.0
844,4,20,1.0,1.0,1.0,0.22,0.69,0.0
845,5,20,1.0,1.0,1.0,0.22,0.69,0.1642
846,6,20,1.0,1.0,1.0,0.22,0.69,0.0
847,7,20,1.0,1.0,1.0,0.24,0.65,0.0
848,8,20,1.0,1.0,1.0,0.24,0.65,0.0
849,9,19,1.0,1.0,1.0,0.28,0.56,0.0896
850,10,19,1.0,1.0,1.0,0.32,0.49,0.0
851,11,19,1.0,1.0,1.0,0.4,0.37,0.2985
852,12,19,1.0,1.0,1.0,0.42,0.35,0.1045
853,13,19,1.0,1.0,1.0,0.42,0.35,0.1045
854,14,19,1.0,1.0,1.0,0.42,0.35,0.0
855,15,19,1.0,1.0,1.0,0.42,0.35,0.0896
856,16,20,1.0,1.0,1.0,0.44,0.3,0.0
857,17,20,1.0,1.0,1.0,0.42,0.32,0.0
858,18,20,1.0,1.0,1.0,0.36,0.5,0.1642
859,19,20,1.0,1.0,1.0,0.34,0.53,0.0
860,20,21,1.0,1.0,1.0,0.34,0.49,0.0
861,21,21,1.0,1.0,1.0,0.34,0.49,0.0
862,22,21,1.0,1.0,1.0,0.32,0.61,0.0
863,23,21,1.0,1.0,2.0,0.32,0.66,0.1045
864,0,20,0.0,0.0,1.0,0.22,0.47,0.2537
865,1,20,0.0,0.0,1.0,0.22,0.44,0.19399999999999998
866,2,20,0.0,0.0,1.0,0.22,0.44,0.3582
867,3,20,0.0,0.0,1.0,0.22,0.44,0.0
868,4,20,0.0,0.0,1.0,0.22,0.44,0.0
869,5,20,0.0,0.0,2.0,0.22,0.47,0.1642
870,6,20,0.0,0.0,2.0,0.22,0.47,0.1045
871,7,20,0.0,0.0,2.0,0.22,0.51,0.1045
872,8,20,0.0,0.0,2.0,0.22,0.51,0.19399999999999998
873,9,20,0.0,0.0,2.0,0.24,0.48,0.2239
874,10,20,0.0,0.0,1.0,0.24,0.48,0.2537
875,11,20,0.0,0.0,2.0,0.26,0.41,0.2239
876,12,20,0.0,0.0,2.0,0.26,0.41,0.2239
877,13,20,0.0,0.0,2.0,0.26,0.41,0.1642
878,14,20,0.0,0.0,2.0,0.3,0.42,0.2537
879,15,20,0.0,0.0,1.0,0.3,0.42,0.2537
880,16,20,0.0,0.0,1.0,0.3,0.39,0.2239
881,17,20,0.0,0.0,1.0,0.28,0.41,0.1642
882,18,20,0.0,0.0,1.0,0.26,0.44,0.1642
883,19,20,0.0,0.0,1.0,0.26,0.41,0.0
884,20,20,0.0,0.0,1.0,0.24,0.6,0.0
885,21,20,0.0,0.0,1.0,0.26,0.48,0.0
886,22,20,0.0,0.0,1.0,0.24,0.6,0.0
887,23,20,0.0,0.0,1.0,0.22,0.69,0.0896
888,0,20,6.0,0.0,1.0,0.4,0.37,0.4179
889,1,20,6.0,0.0,1.0,0.34,0.42,0.4925
890,2,20,6.0,0.0,1.0,0.32,0.39,0.6119
891,3,20,6.0,0.0,1.0,0.28,0.41,0.3582
892,4,20,6.0,0.0,1.0,0.26,0.41,0.4478
893,5,20,6.0,0.0,1.0,0.26,0.41,0.3284
894,6,20,6.0,0.0,1.0,0.24,0.44,0.2836
895,7,20,6.0,0.0,2.0,0.26,0.41,0.3284
